modal,modal_variant,city,color,make,mileage,mileage_unit,price_on_request,carType,condition,currency,drive,country,type,zip,manufacture_month,manufacture_year,fuel_consumption_unit
SL 500,Cabriolet,Zuzwil,Black,Mercedes-Benz,0,"",false,"","","","","",car,"","","",""
ELISE,Cabriolet,Zuzwil,Black,Lotus,0,"",false,"","","","","",car,"","","",""
CAYENNE,SUV / Geländewagen,Zuzwil,Silver,Porsche,0,"",false,"","","","","",car,"","","",""
E 230,Kombi,Zuzwil,Blue,Mercedes-Benz,0,"",false,"","","","","",car,"","","",""
530,Kombi,Zuzwil,Blue,Bmw,0,"",false,"","","","","",car,"","","",""
F355,Coupé,Zuzwil,Yellow,Ferrari,0,"",false,"","","","","",car,"","","",""
CORVETTE,Coupé,Zuzwil,Other,Chevrolet,0,"",false,"","","","","",car,"","","",""
SLK 230,Cabriolet,Zuzwil,Black,Mercedes-Benz,0,"",false,"","","","","",car,"","","",""
MONDIAL,Coupé,Zuzwil,Silver,Ferrari,0,"",false,"","","","","",car,"","","",""
SL 600,Cabriolet,Zuzwil,White,Mercedes-Benz,0,"",false,"","","","","",car,"","","",""
X5,SUV / Geländewagen,Zuzwil,Black,Bmw,0,"",false,"","","","","",car,"","","",""
CL 600,Coupé,Zuzwil,Black,Mercedes-Benz,0,"",false,"","","","","",car,"","","",""
SL 63 AMG,Cabriolet,Zuzwil,Blue,Mercedes-Benz,0,"",false,"","","","","",car,"","","",""
M3,Cabriolet,Zuzwil,Silver,Bmw,0,"",false,"","","","","",car,"","","",""
SL 55 AMG,Cabriolet,Zuzwil,Blue,Mercedes-Benz,0,"",false,"","","","","",car,"","","",""
SL 600,Cabriolet,Zuzwil,Blue,Mercedes-Benz,0,"",false,"","","","","",car,"","","",""
"",Wohnkabine,Zuzwil,Blue,Giottiline,0,"",false,"","","","","",car,"","","",""
V8 Vantage,Coupé,Zuzwil,Black,Aston Martin,0,"",false,"","","","","",car,"","","",""
R8,Coupé,Zuzwil,Black,Audi,0,"",false,"","","","","",car,"","","",""
ARNAGE,Limousine,Zuzwil,Silver,Bentley,0,"",false,"","","","","",car,"","","",""
RS6,Kombi,Zuzwil,Gray,Audi,0,"",false,"","","","","",car,"","","",""
RS6,Kombi,Zuzwil,Red,Audi,0,"",false,"","","","","",car,"","","",""
760,Limousine,Zuzwil,Black,Bmw,0,"",false,"","","","","",car,"","","",""
QUATTROPORTE,Limousine,Zuzwil,Black,Maserati,0,"",false,"","","","","",car,"","","",""
X5,SUV / Geländewagen,Zuzwil,Black,Bmw,0,"",false,"","","","","",car,"","","",""
12C,Coupé,Zuzwil,White,Mclaren,0,"",false,"","","","","",car,"","","",""
ARNAGE,Limousine,Zuzwil,White,Bentley,0,"",false,"","","","","",car,"","","",""
ALPINE,Coupé,Zuzwil,White,Renault,0,"",false,"","","","","",car,"","","",""
RS6,Kombi,Zuzwil,Gray,Audi,0,"",false,"","","","","",car,"","","",""
9-3,Cabriolet,Zuzwil,Other,Saab,0,"",false,"","","","","",car,"","","",""
DIABLO,Cabriolet,Porrentruy,Black,Lamborghini,0,"",false,"","","","","",car,"","","",""
CLK 63 AMG,Coupé,Zuzwil,Black,Mercedes-Benz,0,"",false,"","","","","",car,"","","",""
CONTINENTAL,Cabriolet,Zuzwil,Black,Bentley,0,"",false,"","","","","",car,"","","",""
DB9,Cabriolet,Zuzwil,Blue,Aston Martin,0,"",false,"","","","","",car,"","","",""
CARRERA GT,Cabriolet,Zuzwil,Silver,Porsche,0,"",false,"","","","","",car,"","","",""
458,Coupé,Zuzwil,Blue,Ferrari,0,"",false,"","","","","",car,"","","",""
RS6,Kombi,Zuzwil,Blue,Audi,0,"",false,"","","","","",car,"","","",""
RS6,Kombi,Zuzwil,Gray,Audi,0,"",false,"","","","","",car,"","","",""
911,Coupé,Zuzwil,Gray,Porsche,0,"",false,"","","","","",car,"","","",""
Z4,Cabriolet,Zuzwil,Other,Bmw,0,"",false,"","","","","",car,"","","",""
ARNAGE,Limousine,Zuzwil,Red,Bentley,0,"",false,"","","","","",car,"","","",""
SUNNY,Limousine,Zuzwil,Black,Nissan,0,"",false,"","","","","",car,"","","",""
IBIZA,Kleinwagen,Zuzwil,Black,Seat,0,"",false,"","","","","",car,"","","",""
XJ,Limousine,Zuzwil,Other,Daimler,0,"",false,"","","","","",car,"","","",""
MATRA,Coupé,Zuzwil,Gray,Talbot,0,"",false,"","","","","",car,"","","",""
GTV,Coupé,Zuzwil,Black,Alfa Romeo,0,"",false,"","","","","",car,"","","",""
E,Cabriolet,Zuzwil,Black,Jaguar,0,"",false,"","","","","",car,"","","",""
E 55 AMG,Limousine,Zuzwil,Silver,Mercedes-Benz,0,"",false,"","","","","",car,"","","",""
COUPÉ GT,Coupé,Zuzwil,White,Maserati,0,"",false,"","","","","",car,"","","",""
911,Cabriolet,Zuzwil,Blue,Porsche,0,"",false,"","","","","",car,"","","",""
CAYENNE,SUV / Geländewagen,Zuzwil,Red,Porsche,0,"",false,"","","","","",car,"","","",""
RS5,Coupé,Zuzwil,Black,Audi,0,"",false,"","","","","",car,"","","",""
ALPINE,Coupé,Zuzwil,Silver,Renault,0,"",false,"","","","","",car,"","","",""
CAYENNE,SUV / Geländewagen,Zuzwil,Silver,Porsche,0,"",false,"","","","","",car,"","","",""
RANGE ROVER SPORT,SUV / Geländewagen,Zuzwil,Blue,Land Rover,0,"",false,"","","","","",car,"","","",""
S 65 AMG,Limousine,Zuzwil,Silver,Mercedes-Benz,0,"",false,"","","","","",car,"","","",""
CAYENNE,SUV / Geländewagen,Zuzwil,Silver,Porsche,0,"",false,"","","","","",car,"","","",""
Alpine A110,Coupé,Zuzwil,Silver,Renault,0,"",false,"","","","","",car,"","","",""
S 65 AMG,Limousine,Zuzwil,White,Mercedes-Benz,0,"",false,"","","","","",car,"","","",""
TURBO,Limousine,Zuzwil,Red,Bentley,0,"",false,"","","","","",car,"","","",""
RANGE ROVER,SUV / Geländewagen,Zuzwil,Red,Land Rover,0,"",false,"","","","","",car,"","","",""
E 63 AMG,Limousine,Zuzwil,Black,Mercedes-Benz,0,"",false,"","","","","",car,"","","",""
RS6,Kombi,Zuzwil,Blue,Audi,0,"",false,"","","","","",car,"","","",""
S 320,Limousine,Zuzwil,Gray,Mercedes-Benz,0,"",false,"","","","","",car,"","","",""
F355,Cabriolet,Zuzwil,Red,Ferrari,0,"",false,"","","","","",car,"","","",""
F40 / F50,Coupé,Sursee,Black,Ferrari,0,"",false,"","","","","",car,"","","",""
DELTA,Limousine,Zuzwil,Blue,Lancia,0,"",false,"","","","","",car,"","","",""
COUPÉ GT,Coupé,Zuzwil,Blue,Maserati,0,"",false,"","","","","",car,"","","",""
328,Limousine,Zuzwil,Silver,Bmw,0,"",false,"","","","","",car,"","","",""
320,Limousine,Zuzwil,White,Bmw,0,"",false,"","","","","",car,"","","",""
RS6,Kombi,Zuzwil,Blue,Audi,0,"",false,"","","","","",car,"","","",""
R12,Limousine,Zuzwil,Black,Renault,0,"",false,"","","","","",car,"","","",""
RS4,Kombi,Zuzwil,Black,Audi,0,"",false,"","","","","",car,"","","",""
SL 600,Cabriolet,Zuzwil,Black,Mercedes-Benz,0,"",false,"","","","","",car,"","","",""
F550,Coupé,Zuzwil,Gray,Ferrari,0,"",false,"","","","","",car,"","","",""
S 63 AMG,Limousine,Zuzwil,Red,Mercedes-Benz,0,"",false,"","","","","",car,"","","",""
M3,Limousine,Zuzwil,Black,Bmw,0,"",false,"","","","","",car,"","","",""
523,Kombi,Zuzwil,Black,Bmw,0,"",false,"","","","","",car,"","","",""
QUATTRO,Coupé,Zuzwil,Silver,Audi,0,"",false,"","","","","",car,"","","",""
MR2,Coupé,Zuzwil,Yellow,Toyota,0,"",false,"","","","","",car,"","","",""
612,Coupé,Zuzwil,Gray,Ferrari,0,"",false,"","","","","",car,"","","",""
SL 500,Cabriolet,Zuzwil,Black,Mercedes-Benz,0,"",false,"","","","","",car,"","","",""
CELICA,Coupé,Zuzwil,Blue,Toyota,0,"",false,"","","","","",car,"","","",""
GRANTURISMO,Coupé,Zuzwil,Black,Maserati,0,"",false,"","","","","",car,"","","",""
2002,Limousine,Zuzwil,Silver,Bmw,0,"",false,"","","","","",car,"","","",""
A8,Limousine,Zuzwil,White,Audi,0,"",false,"","","","","",car,"","","",""
A8,Limousine,Zuzwil,White,Audi,0,"",false,"","","","","",car,"","","",""
S 320,Limousine,Zuzwil,Other,Mercedes-Benz,0,"",false,"","","","","",car,"","","",""
S 500,Limousine,Zuzwil,Gray,Mercedes-Benz,0,"",false,"","","","","",car,"","","",""
GALLARDO,Cabriolet,Zuzwil,Gray,Lamborghini,0,"",false,"","","","","",car,"","","",""
RANGE ROVER,SUV / Geländewagen,Zuzwil,Other,Land Rover,0,"",false,"","","","","",car,"","","",""
SL 55 AMG,Cabriolet,Zuzwil,Black,Mercedes-Benz,0,"",false,"","","","","",car,"","","",""
SL 65 AMG,Coupé,Zuzwil,Silver,Mercedes-Benz,0,"",false,"","","","","",car,"","","",""
SL 500,Cabriolet,Zuzwil,Silver,Mercedes-Benz,0,"",false,"","","","","",car,"","","",""
F355,Coupé,Zuzwil,Silver,Ferrari,0,"",false,"","","","","",car,"","","",""
SL 55 AMG,Cabriolet,Zuzwil,Silver,Mercedes-Benz,0,"",false,"","","","","",car,"","","",""
A8,Limousine,Zuzwil,Blue,Audi,0,"",false,"","","","","",car,"","","",""
F360,Coupé,Zuzwil,Other,Ferrari,0,"",false,"","","","","",car,"","","",""
M5,Limousine,Zuzwil,Other,Bmw,0,"",false,"","","","","",car,"","","",""
"",Limousine,Zuzwil,Other,Lancia,0,"",false,"","","","","",car,"","","",""
CORVETTE,Coupé,Zuzwil,Blue,Chevrolet,0,"",false,"","","","","",car,"","","",""
SL 65 AMG,Coupé,Zuzwil,Red,Mercedes-Benz,0,"",false,"","","","","",car,"","","",""
190,Limousine,Zuzwil,Silver,Mercedes-Benz,0,"",false,"","","","","",car,"","","",""
PHAETON,Limousine,Zuzwil,Blue,Vw,0,"",false,"","","","","",car,"","","",""
F360,Cabriolet,Zuzwil,Red,Ferrari,0,"",false,"","","","","",car,"","","",""
A6,Kombi,Zuzwil,Red,Audi,0,"",false,"","","","","",car,"","","",""
MURCIÉLAGO,Coupé,Zuzwil,Black,Lamborghini,0,"",false,"","","","","",car,"","","",""
ESCORT,Limousine,Zuzwil,Black,Ford,0,"",false,"","","","","",car,"","","",""
ESPRIT,Coupé,Zuzwil,Black,Lotus,0,"",false,"","","","","",car,"","","",""
735,Limousine,Zuzwil,Silver,Bmw,0,"",false,"","","","","",car,"","","",""
SL 500,Cabriolet,Zuzwil,Other,Mercedes-Benz,0,"",false,"","","","","",car,"","","",""
CLS 55 AMG,Limousine,Zuzwil,Other,Mercedes-Benz,0,"",false,"","","","","",car,"","","",""
E 55 AMG,Limousine,Zuzwil,Other,Mercedes-Benz,0,"",false,"","","","","",car,"","","",""
Mulsanne,Limousine,Zuzwil,Red,Bentley,0,"",false,"","","","","",car,"","","",""
550,Kombi,Zuzwil,Black,Bmw,0,"",false,"","","","","",car,"","","",""
CAMARO,Cabriolet,Sursee,Blue,Chevrolet,0,"",false,"","","","","",car,"","","",""
RS6,Kombi,Zuzwil,White,Audi,0,"",false,"","","","","",car,"","","",""
Silverado,Pick-up,Zuzwil,White,Chevrolet,0,"",false,"","","","","",car,"","","",""
740,Limousine,Zuzwil,Gray,Bmw,0,"",false,"","","","","",car,"","","",""
ALPINE,Coupé,Zuzwil,Blue,Renault,0,"",false,"","","","","",car,"","","",""
X5,SUV / Geländewagen,Zuzwil,Black,Bmw,0,"",false,"","","","","",car,"","","",""
A6,Limousine,Zuzwil,Silver,Audi,0,"",false,"","","","","",car,"","","",""
ALPINE,Coupé,Zuzwil,Silver,Renault,0,"",false,"","","","","",car,"","","",""
190,Limousine,Zuzwil,Blue,Mercedes-Benz,0,"",false,"","","","","",car,"","","",""
"",Limousine,Zuzwil,Black,Renault,0,"",false,"","","","","",car,"","","",""
RS6,Kombi,Zuzwil,Black,Audi,0,"",false,"","","","","",car,"","","",""
CL 600,Coupé,Zuzwil,Silver,Mercedes-Benz,0,"",false,"","","","","",car,"","","",""
911,Coupé,Zuzwil,Silver,Porsche,0,"",false,"","","","","",car,"","","",""
R8,Cabriolet,Zuzwil,Silver,Audi,0,"",false,"","","","","",car,"","","",""
RS6,Kombi,Zuzwil,Silver,Audi,0,"",false,"","","","","",car,"","","",""
PANAMERA,Limousine,Zuzwil,Silver,Porsche,0,"",false,"","","","","",car,"","","",""
750,Limousine,Zuzwil,Silver,Bmw,0,"",false,"","","","","",car,"","","",""
COUPÉ GT,Coupé,Zuzwil,Blue,Maserati,0,"",false,"","","","","",car,"","","",""
CL 500,Coupé,Zuzwil,Gray,Mercedes-Benz,0,"",false,"","","","","",car,"","","",""
GALLARDO,Coupé,Zuzwil,Black,Lamborghini,0,"",false,"","","","","",car,"","","",""
Silver Spur,Limousine,Zuzwil,Black,Rolls-Royce,0,"",false,"","","","","",car,"","","",""
365,Coupé,Sursee,Silver,Ferrari,0,"",false,"","","","","",car,"","","",""
CLK 55 AMG,Coupé,Zuzwil,Silver,Mercedes-Benz,0,"",false,"","","","","",car,"","","",""
ARNAGE,Limousine,Zuzwil,Blue,Bentley,0,"",false,"","","","","",car,"","","",""
911,Coupé,Zuzwil,Other,Porsche,0,"",false,"","","","","",car,"","","",""
E 63 AMG,Limousine,Zuzwil,Red,Mercedes-Benz,0,"",false,"","","","","",car,"","","",""
Alpine A110,Coupé,Zuzwil,White,Renault,0,"",false,"","","","","",car,"","","",""
SL 500,Cabriolet,Zuzwil,Other,Mercedes-Benz,0,"",false,"","","","","",car,"","","",""
456,Coupé,Zuzwil,Black,Ferrari,0,"",false,"","","","","",car,"","","",""
730,Limousine,Zuzwil,Black,Bmw,0,"",false,"","","","","",car,"","","",""
F360,Coupé,Zuzwil,Black,Ferrari,0,"",false,"","","","","",car,"","","",""
S 320,Limousine,Zuzwil,Black,Mercedes-Benz,0,"",false,"","","","","",car,"","","",""
"",Cabriolet,Zuzwil,Silver,Datsun,0,"",false,"","","","","",car,"","","",""
"",Cabriolet,Zuzwil,White,Agm,0,"",false,"","","","","",car,"","","",""
911,Cabriolet,Zuzwil,White,Porsche,0,"",false,"","","","","",car,"","","",""
V12 Vanquish,Coupé,Zuzwil,Gray,Aston Martin,0,"",false,"","","","","",car,"","","",""
535,Limousine,Zuzwil,Black,Bmw,0,"",false,"","","","","",car,"","","",""
911,Coupé,Zuzwil,Black,Porsche,0,"",false,"","","","","",car,"","","",""
SL 500,Cabriolet,Zuzwil,White,Mercedes-Benz,0,"",false,"","","","","",car,"","","",""
X3,SUV / Geländewagen,Zuzwil,Blue,Bmw,0,"",false,"","","","","",car,"","","",""
911,Coupé,Zuzwil,Gray,Porsche,0,"",false,"","","","","",car,"","","",""
RS6,Kombi,Zuzwil,Blue,Audi,0,"",false,"","","","","",car,"","","",""
528,Kombi,Zuzwil,Black,Bmw,0,"",false,"","","","","",car,"","","",""
740,Limousine,Zuzwil,Black,Bmw,0,"",false,"","","","","",car,"","","",""
XJ,Limousine,Zuzwil,Blue,Jaguar,0,"",false,"","","","","",car,"","","",""
M5,Limousine,Zuzwil,Black,Bmw,0,"",false,"","","","","",car,"","","",""
3.0,Limousine,Zuzwil,Black,Bmw,0,"",false,"","","","","",car,"","","",""
911,Coupé,Zuzwil,Silver,Porsche,0,"",false,"","","","","",car,"","","",""
VIPER,Cabriolet,Zuzwil,Black,Chrysler,0,"",false,"","","","","",car,"","","",""
"",Coupé,Zuzwil,Black,Talbot,0,"",false,"","","","","",car,"","","",""
R5,Kleinwagen,Zuzwil,Silver,Renault,0,"",false,"","","","","",car,"","","",""
911,Cabriolet,Zuzwil,Blue,Porsche,0,"",false,"","","","","",car,"","","",""
F360,Coupé,Zuzwil,Black,Ferrari,0,"",false,"","","","","",car,"","","",""
XK,Cabriolet,Zuzwil,Black,Jaguar,0,"",false,"","","","","",car,"","","",""
LAND CRUISER,SUV / Geländewagen,Zuzwil,Silver,Toyota,0,"",false,"","","","","",car,"","","",""
PANTERA,Limousine,Zuzwil,White,De Tomaso,0,"",false,"","","","","",car,"","","",""
SL 55 AMG,Cabriolet,Zuzwil,Blue,Mercedes-Benz,0,"",false,"","","","","",car,"","","",""
535,Kombi,Zuzwil,Gray,Bmw,0,"",false,"","","","","",car,"","","",""
RS6,Kombi,Zuzwil,Gray,Audi,0,"",false,"","","","","",car,"","","",""
RANGE ROVER,SUV / Geländewagen,Zuzwil,Gray,Land Rover,0,"",false,"","","","","",car,"","","",""
911,Coupé,Zuzwil,Red,Porsche,0,"",false,"","","","","",car,"","","",""
METRO,Coupé,Zuzwil,Black,Mg,0,"",false,"","","","","",car,"","","",""
RS4,Kombi,Zuzwil,Black,Audi,0,"",false,"","","","","",car,"","","",""
COUPÉ,Coupé,Zuzwil,Black,Hyundai,0,"",false,"","","","","",car,"","","",""
3 SERIES,Limousine,Zuzwil,Silver,Bmw-Alpina,0,"",false,"","","","","",car,"","","",""
911,Coupé,Zuzwil,Other,Porsche,0,"",false,"","","","","",car,"","","",""
RS6,Kombi,Zuzwil,Red,Audi,0,"",false,"","","","","",car,"","","",""
M5,Limousine,Zuzwil,Black,Bmw,0,"",false,"","","","","",car,"","","",""
535,Limousine,Zuzwil,Black,Bmw,0,"",false,"","","","","",car,"","","",""
DB7,Cabriolet,Zuzwil,Silver,Aston Martin,0,"",false,"","","","","",car,"","","",""
A8,Limousine,Zuzwil,Silver,Audi,0,"",false,"","","","","",car,"","","",""
456,Coupé,Zuzwil,Gray,Ferrari,0,"",false,"","","","","",car,"","","",""
SLK 200,Cabriolet,Zuzwil,Gray,Mercedes-Benz,0,"",false,"","","","","",car,"","","",""
CAYENNE,SUV / Geländewagen,Zuzwil,Black,Porsche,0,"",false,"","","","","",car,"","","",""
RS6,Kombi,Zuzwil,Silver,Audi,0,"",false,"","","","","",car,"","","",""
RS4,Kombi,Zuzwil,Blue,Audi,0,"",false,"","","","","",car,"","","",""
SL 500,Cabriolet,Zuzwil,Black,Mercedes-Benz,0,"",false,"","","","","",car,"","","",""
SL 55 AMG,Cabriolet,Zuzwil,Black,Mercedes-Benz,0,"",false,"","","","","",car,"","","",""
F360,Coupé,Zuzwil,Silver,Ferrari,0,"",false,"","","","","",car,"","","",""
330,Limousine,Zuzwil,Silver,Bmw,0,"",false,"","","","","",car,"","","",""
190,Limousine,Zuzwil,Silver,Mercedes-Benz,0,"",false,"","","","","",car,"","","",""
S 500,Limousine,Zuzwil,Violet,Mercedes-Benz,0,"",false,"","","","","",car,"","","",""
RS6,Kombi,Zuzwil,Other,Audi,0,"",false,"","","","","",car,"","","",""
GALLARDO,Coupé,Zuzwil,Black,Lamborghini,0,"",false,"","","","","",car,"","","",""
CONTINENTAL,Limousine,Zuzwil,Black,Bentley,0,"",false,"","","","","",car,"","","",""
"",Coupé,Zuzwil,Black,Mercedes-Benz,0,"",false,"","","","","",car,"","","",""
CL 600,Coupé,Zuzwil,White,Mercedes-Benz,0,"",false,"","","","","",car,"","","",""
RANGE ROVER,SUV / Geländewagen,Zuzwil,Gray,Land Rover,0,"",false,"","","","","",car,"","","",""
DBS,Coupé,Zuzwil,Gray,Aston Martin,0,"",false,"","","","","",car,"","","",""
SL 500,Cabriolet,Zuzwil,Gray,Mercedes-Benz,0,"",false,"","","","","",car,"","","",""
"",Limousine,Zuzwil,Other,Nsu,0,"",false,"","","","","",car,"","","",""
2002,Limousine,Zuzwil,Black,Bmw,0,"",false,"","","","","",car,"","","",""
612,Coupé,Zuzwil,Black,Ferrari,0,"",false,"","","","","",car,"","","",""
599,Coupé,Zuzwil,Silver,Ferrari,0,"",false,"","","","","",car,"","","",""
S7,Limousine,Zuzwil,Silver,Audi,0,"",false,"","","","","",car,"","","",""
CORVETTE,Coupé,Zuzwil,Violet,Chevrolet,0,"",false,"","","","","",car,"","","",""
CL 500,Coupé,Zuzwil,Blue,Mercedes-Benz,0,"",false,"","","","","",car,"","","",""
RS6,Kombi,Zuzwil,Blue,Audi,0,"",false,"","","","","",car,"","","",""
575M,Coupé,Zuzwil,Gray,Ferrari,0,"",false,"","","","","",car,"","","",""
CONTINENTAL,Limousine,Zuzwil,Blue,Bentley,0,"",false,"","","","","",car,"","","",""
ARNAGE,Limousine,Zuzwil,Silver,Bentley,0,"",false,"","","","","",car,"","","",""
F430,Coupé,Zuzwil,Silver,Ferrari,0,"",false,"","","","","",car,"","","",""
SL 350,Cabriolet,Zuzwil,Gray,Mercedes-Benz,0,"",false,"","","","","",car,"","","",""
E 420,Kombi,Zuzwil,Other,Mercedes-Benz,0,"",false,"","","","","",car,"","","",""
Silver Spirit,Limousine,Zuzwil,Black,Rolls-Royce,0,"",false,"","","","","",car,"","","",""
ALPINE,Coupé,Zuzwil,Black,Renault,0,"",false,"","","","","",car,"","","",""
RS4,Limousine,Zuzwil,Silver,Audi,0,"",false,"","","","","",car,"","","",""
2002,Limousine,Zuzwil,Silver,Bmw,0,"",false,"","","","","",car,"","","",""
E 63 AMG,Limousine,Zuzwil,Blue,Mercedes-Benz,0,"",false,"","","","","",car,"","","",""
S 65 AMG,Limousine,Zuzwil,Blue,Mercedes-Benz,0,"",false,"","","","","",car,"","","",""
A6,Limousine,Zuzwil,Blue,Audi,0,"",false,"","","","","",car,"","","",""
CELICA,Coupé,Zuzwil,Blue,Toyota,0,"",false,"","","","","",car,"","","",""
S40,Limousine,Zuzwil,Black,Volvo,0,"",false,"","","","","",car,"","","",""
S3,Limousine,Zuzwil,Black,Audi,0,"",false,"","","","","",car,"","","",""
S 600,Coupé,Zuzwil,Other,Mercedes-Benz,0,"",false,"","","","","",car,"","","",""
DIABLO,Coupé,Porrentruy,Blue,Lamborghini,0,"",false,"","","","","",car,"","","",""
RS6,Kombi,Zuzwil,Black,Audi,0,"",false,"","","","","",car,"","","",""
JETTA,Limousine,Zuzwil,Silver,Vw,0,"",false,"","","","","",car,"","","",""
730,Limousine,Zuzwil,Other,Bmw,0,"",false,"","","","","",car,"","","",""
QUATTROPORTE,Limousine,Zuzwil,Black,Maserati,0,"",false,"","","","","",car,"","","",""
MURCIÉLAGO,Coupé,Zuzwil,Black,Lamborghini,0,"",false,"","","","","",car,"","","",""
E 55 AMG,Limousine,Zuzwil,Silver,Mercedes-Benz,0,"",false,"","","","","",car,"","","",""
PHANTOM,Limousine,Zuzwil,White,Rolls-Royce,0,"",false,"","","","","",car,"","","",""
M3,Cabriolet,Zuzwil,Gray,Bmw,0,"",false,"","","","","",car,"","","",""
VIPER,Cabriolet,Zuzwil,Gray,Dodge,0,"",false,"","","","","",car,"","","",""
B 200,Kompaktvan / Minivan,Zuzwil,Black,Mercedes-Benz,0,"",false,"","","","","",car,"","","",""
XK,Coupé,Zuzwil,Black,Jaguar,0,"",false,"","","","","",car,"","","",""
8C,Cabriolet,Porrentruy,Silver,Alfa Romeo,0,"",false,"","","","","",car,"","","",""
ARNAGE,Limousine,Basel,Silver,Bentley,0,"",false,"","","","","",car,"","","",""
RS6,Kombi,Zuzwil,Blue,Audi,0,"",false,"","","","","",car,"","","",""
Alpine A110,Coupé,Zuzwil,Blue,Renault,0,"",false,"","","","","",car,"","","",""
S 500,Limousine,Zuzwil,Gray,Mercedes-Benz,0,"",false,"","","","","",car,"","","",""
MGC,Coupé,Zuzwil,Gray,Mg,0,"",false,"","","","","",car,"","","",""
SIERRA,Limousine,Zuzwil,Black,Ford,0,"",false,"","","","","",car,"","","",""
911,Coupé,Zuzwil,Black,Porsche,0,"",false,"","","","","",car,"","","",""
535,Limousine,Zuzwil,Silver,Bmw,0,"",false,"","","","","",car,"","","",""
540,Kombi,Zuzwil,Gray,Bmw,0,"",false,"","","","","",car,"","","",""
ALPINE,Coupé,Zuzwil,Blue,Renault,0,"",false,"","","","","",car,"","","",""
SL 500,Cabriolet,Zuzwil,Black,Mercedes-Benz,0,"",false,"","","","","",car,"","","",""
"",Coupé,Zuzwil,Silver,Mg,0,"",false,"","","","","",car,"","","",""
GOLF,Limousine,Zuzwil,Silver,Vw,0,"",false,"","","","","",car,"","","",""
EOS,Cabriolet,Zuzwil,Blue,Vw,0,"",false,"","","","","",car,"","","",""
C70,Coupé,Zuzwil,Blue,Volvo,0,"",false,"","","","","",car,"","","",""
E 55 AMG,Limousine,Zuzwil,Other,Mercedes-Benz,0,"",false,"","","","","",car,"","","",""
A8,Limousine,Zuzwil,Black,Audi,0,"",false,"","","","","",car,"","","",""
PANAMERA,Limousine,Zuzwil,Blue,Porsche,0,"",false,"","","","","",car,"","","",""
RS6,Kombi,Zuzwil,Blue,Audi,0,"",false,"","","","","",car,"","","",""
COUPE,Coupé,Zuzwil,Silver,Wiesmann,0,"",false,"","","","","",car,"","","",""
RS6,Kombi,Zuzwil,Black,Audi,0,"",false,"","","","","",car,"","","",""
ARNAGE,Limousine,Zuzwil,Gray,Bentley,0,"",false,"","","","","",car,"","","",""
E 350,Kombi,Zuzwil,Red,Mercedes-Benz,0,"",false,"","","","","",car,"","","",""
CLS 500,Limousine,Zuzwil,Black,Mercedes-Benz,0,"",false,"","","","","",car,"","","",""
323,Coupé,Zuzwil,Black,Bmw,0,"",false,"","","","","",car,"","","",""
458,Coupé,Zuzwil,Black,Ferrari,0,"",false,"","","","","",car,"","","",""
DISCOVERY,SUV / Geländewagen,Zuzwil,Silver,Land Rover,0,"",false,"","","","","",car,"","","",""
456,Coupé,Zuzwil,White,Ferrari,0,"",false,"","","","","",car,"","","",""
CAYENNE,SUV / Geländewagen,Zuzwil,Gray,Porsche,0,"",false,"","","","","",car,"","","",""
323,Limousine,Zuzwil,Other,Bmw,0,"",false,"","","","","",car,"","","",""
PHAETON,Limousine,Zuzwil,Black,Vw,0,"",false,"","","","","",car,"","","",""
E 430,Limousine,Zuzwil,Silver,Mercedes-Benz,0,"",false,"","","","","",car,"","","",""
S60,Limousine,Zuzwil,Silver,Volvo,0,"",false,"","","","","",car,"","","",""
RS6,Kombi,Zuzwil,Blue,Audi,0,"",false,"","","","","",car,"","","",""
PANAMERA,Limousine,Zuzwil,White,Porsche,0,"",false,"","","","","",car,"","","",""
MUSTANG,Coupé,Zuzwil,Blue,Ford (usa),0,"",false,"","","","","",car,"","","",""
CL 500,Coupé,Zuzwil,Gray,Mercedes-Benz,0,"",false,"","","","","",car,"","","",""
"",Limousine,Zuzwil,Black,Trabant,0,"",false,"","","","","",car,"","","",""
911,Cabriolet,Zuzwil,Black,Porsche,0,"",false,"","","","","",car,"","","",""
M5,Limousine,Zuzwil,Black,Bmw,0,"",false,"","","","","",car,"","","",""
X5,SUV / Geländewagen,Zuzwil,Silver,Bmw,0,"",false,"","","","","",car,"","","",""
ESPACE,Kompaktvan / Minivan,Zuzwil,White,Renault,0,"",false,"","","","","",car,"","","",""
911,Cabriolet,Zuzwil,Other,Porsche,0,"",false,"","","","","",car,"","","",""
X5,SUV / Geländewagen,Zuzwil,Red,Bmw,0,"",false,"","","","","",car,"","","",""
RS6,Kombi,Zuzwil,Black,Audi,0,"",false,"","","","","",car,"","","",""
E 420,Limousine,Zuzwil,Silver,Mercedes-Benz,0,"",false,"","","","","",car,"","","",""
CAYENNE,SUV / Geländewagen,Zuzwil,Yellow,Porsche,0,"",false,"","","","","",car,"","","",""
530 Gran Turismo,Limousine,Zuzwil,Gray,Bmw,0,"",false,"","","","","",car,"","","",""
X5,SUV / Geländewagen,Zuzwil,Blue,Bmw,0,"",false,"","","","","",car,"","","",""
RS6,Kombi,Zuzwil,Gray,Audi,0,"",false,"","","","","",car,"","","",""
Alpine A110,Coupé,Zuzwil,Blue,Renault,0,"",false,"","","","","",car,"","","",""
