make,model,city,color,carType,condition,currency,drive,country,mileage,mileage_unit,price_on_request,type,zip,manufacture_month,manufacture_year,fuel_consumption_unit
RENAULT,Alpine A110,Zuzwil,silver,"","","","","",0,"",false,car,"","","",""
MERCEDES-BENZ,CLK 55 AMG,Zuzwil,white,"","","","","",0,"",false,car,"","","",""
AUDI,RS6,Zuzwil,blue,"","","","","",0,"",false,car,"","","",""
MAZDA,626,Zuzwil,gelb,"","","","","",0,"",false,car,"","","",""
CHEVROLET,CORVETTE,Zuzwil,silver,"","","","","",0,"",false,car,"","","",""
PORSCHE,911,Zuzwil,silver,"","","","","",0,"",false,car,"","","",""
AUDI,A6,Zuzwil,bordeaux,"","","","","",0,"",false,car,"","","",""
BMW,328,Zuzwil,brown,"","","","","",0,"",false,car,"","","",""
MASERATI,SPYDER GT,Zuzwil,grey,"","","","","",0,"",false,car,"","","",""
RENAULT,R5,Zuzwil,grey,"","","","","",0,"",false,car,"","","",""
LAMBORGHINI,HURACAN,Zuzwil,black,"","","","","",0,"",false,car,"","","",""
