BodyColorText,BodyTypeText,Ccm,City,Co2EmissionText,ConditionTypeText,ConsumptionRatingText,ConsumptionTotalText,Doors,DriveTypeText,FirstRegMonth,FirstRegYear,FuelTypeText,Hp,ID,InteriorColorText,Km,MakeText,ModelText,Properties,Seats,TransmissionTypeText
Yellow,Limousine,3996,Zuzwil,253 g/km,Occasion,G,9.6 l/100km,4,Hinterradantrieb,4,2001,Diesel,250,223.0,beige,42000,Mercedes-Benz,S 400,"\"Ab MFK\"",5,Automat
Gray,Coupé,4163,Zuzwil,325 g/km,Occasion,G,13.6 l/100km,2,Allrad,6,2007,Benzin,420,294.0,schwarz,65000,Audi,R8,"\"Ab MFK\"",2,Automatisiertes Schaltgetriebe
Black,Cabriolet,3600,Zuzwil,303 g/km,Occasion,null,12.8 l/100km,2,Hinterradantrieb,5,1997,Benzin,285,627.0,blau,74000,Porsche,911,"\"Ab MFK\"",4,Schaltgetriebe manuell
Black,Cabriolet,5461,Zuzwil,195 g/km,Occasion,G,8.4 l/100km,2,Hinterradantrieb,9,2012,Benzin,422,692.0,schwarz,19400,Mercedes-Benz,SLK 55 AMG,"\"Ab MFK\", \"Direkt-/Parallelimport\"",2,Automat sequentiell
Yellow,Limousine,4172,Zuzwil,341 g/km,Occasion,null,14.2 l/100km,4,Allrad,8,2001,Benzin,340,225.0,schwarz,103100,Audi,S6,"\"Ab MFK\"",5,Automatik-Getriebe
Red,Kombi,5654,Zuzwil,296 g/km,Occasion,G,12.5 l/100km,5,Hinterradantrieb,1,2007,Benzin,340,471.0,grau,47100,Chrysler,300C,"\"Ab MFK\"",5,Automat sequentiell
Red,Coupé,5514,Zuzwil,340 g/km,Occasion,G,14.3 l/100km,2,Hinterradantrieb,4,2007,Benzin,517,483.0,braun,99999,Mercedes-Benz,CL 600,"\"Ab MFK\"",4,Automat sequentiell
Black,Limousine,4398,Zuzwil,292 g/km,Occasion,null,12.1 l/100km,4,Hinterradantrieb,11,1998,Benzin,286,561.0,schwarz,93000,Bmw,540,"\"Ab MFK\"",5,Automatik-Getriebe
Black,Coupé,5998,Zuzwil,410 g/km,Occasion,G,17.1 l/100km,2,Allrad,1,2005,Benzin,560,693.0,beige,84000,Bentley,CONTINENTAL,"\"Ab MFK\"",4,Automat
Blue,Limousine,3980,Zuzwil,310 g/km,Occasion,null,12.6 l/100km,4,Hinterradantrieb,3,1997,Benzin,241,96.0,grau,161400,Jaguar,XJ,"\"Ab MFK\"",5,Automat
Silver,Limousine,4172,Zuzwil,288 g/km,Occasion,G,12.0 l/100km,4,Allrad,8,2002,Benzin,335,1024.0,grau,35100,Audi,A8,"\"Ab MFK\"",5,Automat sequentiell
White,Cabriolet,4497,Zuzwil,275 g/km,Occasion,G,11.8 l/100km,2,Hinterradantrieb,1,2012,Benzin,566,1095.0,schwarz,11700,Ferrari,458,null,2,Automatisiertes Schaltgetriebe
Gray,Coupé,5748,Zuzwil,499 g/km,Occasion,null,21.8 l/100km,2,Hinterradantrieb,12,2003,Benzin,517,245.0,schwarz,8100,Ferrari,575M,"\"Ab MFK\"",2,Automatik-Getriebe
Gray,Limousine,4806,Zuzwil,270 g/km,Occasion,G,11.5 l/100km,5,Allrad,1,2010,Benzin,500,279.0,schwarz,47500,Porsche,PANAMERA,"\"Ab MFK\"",4,Automatisiertes Schaltgetriebe
Black,Coupé,5204,St. Gallen,319 g/km,Occasion,G,13.5 l/100km,2,Allrad,9,2014,Benzin,570,687.0,schwarz,1700,Lamborghini,GALLARDO,"\"Ab MFK\"",2,Automat sequentiell
Black,Coupé,3800,Zuzwil,289 g/km,Neu,G,12.4 l/100km,2,Hinterradantrieb,7,2014,Benzin,476,702.0,schwarz,100,Porsche,911,"\"Ab MFK\"",2,Automatisiertes Schaltgetriebe
Black,Coupé,4300,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,6,2008,Benzin,489,723.0,schwarz,5000,Ferrari,F430,"\"Rennwagen\"",0,Automatik-Getriebe
White,Limousine,1498,Zuzwil,159 g/km,Occasion,F,6.7 l/100km,3,Vorderradantrieb,10,2005,Benzin,95,1151.0,anthrazit,99000,Mercedes-Benz,A 150,"\"Ab MFK\"",5,Schaltgetriebe manuell
Black,Cabriolet,2979,Zuzwil,238 g/km,Occasion,G,9.9 l/100km,2,Hinterradantrieb,7,2007,Benzin,306,575.0,schwarz,77500,Bmw,335,"\"Ab MFK\"",4,Schaltgetriebe manuell
Black,Cabriolet,3189,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,9,2007,Benzin,255,661.0,schwarz,9400,Yes!,"","\"Ab MFK\"",2,Schaltgetriebe
Black,SUV / Geländewagen,4999,Zuzwil,348 g/km,Occasion,G,14.9 l/100km,5,Allrad,9,2010,Benzin,506,674.0,braun,15000,Land Rover,RANGE ROVER SPORT,"\"Ab MFK\"",5,Automat sequentiell
Silver,Cabriolet,4973,Zuzwil,328 g/km,Occasion,null,14.3 l/100km,2,Hinterradantrieb,10,1996,Benzin,320,915.0,beige,29800,Mercedes-Benz,SL 500,"\"Ab MFK\"",2,Automat
Blue,Cabriolet,3800,Zuzwil,270 g/km,Occasion,G,11.5 l/100km,2,Allrad,12,2009,Benzin,500,102.0,mehrfarbig,52000,Porsche,911,"\"Ab MFK\", \"Direkt-/Parallelimport\"",4,Automatisiertes Schaltgetriebe
Gray,Cabriolet,3596,Zuzwil,269 g/km,Occasion,null,11.1 l/100km,2,Hinterradantrieb,5,2002,Benzin,320,249.0,schwarz,61800,Porsche,911,"\"Ab MFK\"",4,Automatik-Getriebe
Other,SUV / Geländewagen,5461,Zuzwil,276 g/km,Occasion,G,11.8 l/100km,5,Allrad,1,2012,Benzin,525,419.0,braun,16500,Mercedes-Benz,ML 63 AMG,"\"Ab MFK\", \"Tuning\"",5,Automatisiertes Schaltgetriebe
Black,Limousine,3199,Zuzwil,276 g/km,Occasion,G,11.5 l/100km,4,Hinterradantrieb,3,1999,Benzin,224,790.0,beige,73700,Mercedes-Benz,S 320,"\"Ab MFK\"",5,Automat
White,Kombi,4663,Zuzwil,214 g/km,Occasion,G,9.2 l/100km,5,Hinterradantrieb,5,2013,Benzin,408,1115.0,schwarz,10400,Mercedes-Benz,CLS 500,"\"Ab MFK\"",5,Automat sequentiell
White,Limousine,2967,Zuzwil,259 g/km,Occasion,G,9.6 l/100km,4,Allrad,6,2005,Diesel,225,1147.0,grau,48300,Vw,PHAETON,"\"Ab MFK\"",5,Automat sequentiell
Other,Limousine,6744,Zuzwil,null,Occasion,null,null,4,Hinterradantrieb,2,1979,Benzin,196,206.0,mehrfarbig,175100,Bentley,"","\"Ab MFK\"",5,Automatik-Getriebe
Other,Cabriolet,3246,Zuzwil,292 g/km,Occasion,G,12.1 l/100km,2,Hinterradantrieb,3,2001,Benzin,343,208.0,braun,46000,Bmw,M3,"\"Ab MFK\"",4,Schaltgetriebe manuell
Other,Kleinwagen,1397,Zuzwil,null,Occasion,null,null,3,Hinterradantrieb,5,1985,Benzin,160,237.0,beige,59900,Renault,R5,null,2,Schaltgetriebe manuell
Gray,Limousine,1573,Zuzwil,null,Oldtimer,null,null,2,Hinterradantrieb,2,1975,Benzin,86,358.0,blau,104650,Bmw,"","\"Ab MFK\"",4,Schaltgetriebe manuell
Red,Coupé,2663,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,11,1982,Benzin,150,488.0,grau,82400,Renault,ALPINE,"\"Ab MFK\"",4,Schaltgetriebe
Black,Coupé,3496,Zuzwil,470 g/km,Occasion,null,20.8 l/100km,2,Hinterradantrieb,3,1998,Benzin,380,629.0,schwarz,32800,Ferrari,F355,"\"Ab MFK\"",2,Schaltgetriebe manuell
Black,Coupé,4961,Zuzwil,450 g/km,Occasion,G,19.5 l/100km,2,Allrad,7,2004,Benzin,500,745.0,null,36700,Lamborghini,GALLARDO,"\"Ab MFK\"",2,Automatisiertes Schaltgetriebe
Silver,Limousine,3189,Zuzwil,235 g/km,Occasion,G,9.8 l/100km,5,Allrad,2,2007,Benzin,250,879.0,schwarz,105800,Vw,GOLF,"\"Ab MFK\"",5,Automatisiertes Schaltgetriebe
Blue,Limousine,1647,Zuzwil,null,Oldtimer,null,null,0,Hinterradantrieb,6,1976,Benzin,0,174.0,anthrazit,59800,Renault,ALPINE,"\"Ab MFK\"",0,Schaltgetriebe
Blue,Coupé,5748,Zuzwil,499 g/km,Occasion,G,21.8 l/100km,2,Hinterradantrieb,7,2002,Benzin,517,178.0,bordeaux,51200,Ferrari,575M,"\"Ab MFK\"",2,Automatik-Getriebe
Blue,Cabriolet,3246,Zuzwil,328 g/km,Occasion,G,13.6 l/100km,2,Hinterradantrieb,5,2002,Benzin,343,85.0,grau,49600,Bmw,M3,"\"Ab MFK\"",4,Automatisiertes Schaltgetriebe
Silver,Cabriolet,3387,Zuzwil,285 g/km,Occasion,G,11.8 l/100km,2,Hinterradantrieb,2,2001,Benzin,300,910.0,blau,75400,Porsche,911,"\"Ab MFK\"",4,Schaltgetriebe manuell
White,Cabriolet,3800,Zuzwil,270 g/km,Occasion,G,11.5 l/100km,2,Allrad,7,2011,Benzin,530,1093.0,mehrfarbig,14000,Porsche,911,"\"Ab MFK\"",2,Automatisiertes Schaltgetriebe
Red,Cabriolet,4966,Zuzwil,304 g/km,Occasion,G,12.7 l/100km,2,Hinterradantrieb,6,2002,Benzin,306,466.0,anthrazit,36800,Mercedes-Benz,SL 500,null,2,Automat
Blue,Cabriolet,5439,Zuzwil,340 g/km,Occasion,G,14.2 l/100km,2,Hinterradantrieb,2,2003,Benzin,500,61.0,beige,59300,Mercedes-Benz,SL 55 AMG,"\"Ab MFK\"",2,Automat
Silver,Coupé,1587,Zuzwil,null,Occasion,null,null,3,Hinterradantrieb,12,1986,Benzin,116,1026.0,schwarz,101400,Toyota,COROLLA,"\"Ab MFK\"",4,Schaltgetriebe manuell
Gray,Cabriolet,5984,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,2,1993,Benzin,394,333.0,grau,75900,Mercedes-Benz,SL 600,"\"Ab MFK\"",2,Automat
Other,Coupé,1394,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,7,1977,Benzin,84,431.0,schwarz,91000,Renault,Alpine A110,"\"Ab MFK\"",2,Schaltgetriebe
Black,Coupé,3600,Zuzwil,309 g/km,Occasion,G,12.9 l/100km,2,Hinterradantrieb,3,2004,Benzin,591,619.0,schwarz,54100,Porsche,911,"\"Ab MFK\"",4,Schaltgetriebe manuell
Silver,Coupé,5474,Zuzwil,495 g/km,Occasion,G,22.0 l/100km,2,Hinterradantrieb,3,2000,Benzin,442,877.0,beige,35000,Ferrari,456,"\"Ab MFK\"",4,Schaltgetriebe manuell
Blue,Limousine,6749,Zuzwil,null,Occasion,null,null,4,Hinterradantrieb,3,1995,Benzin,245,121.0,null,39100,Bentley,BROOKLANDS,"\"Ab MFK\"",5,Automat
Other,Coupé,3600,Zuzwil,309 g/km,Occasion,G,12.9 l/100km,2,Allrad,2,2002,Benzin,420,401.0,schwarz,77600,Porsche,911,"\"Ab MFK\"",4,Schaltgetriebe manuell
Black,Cabriolet,3496,Zuzwil,470 g/km,Occasion,null,20.8 l/100km,2,Hinterradantrieb,7,1998,Benzin,380,523.0,schwarz,34600,Ferrari,F355,"\"Ab MFK\"",2,Schaltgetriebe manuell
Black,Limousine,5377,Zuzwil,338 g/km,Occasion,null,14.2 l/100km,4,Hinterradantrieb,1,1995,Benzin,327,534.0,schwarz,111900,Bmw,750,"\"Ab MFK\"",5,Automat
Black,Coupé,5439,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,10,2006,Benzin,400,602.0,schwarz,25000,Mercedes-Benz,SLK 55 AMG,"\"Ab MFK\"",2,Automat sequentiell
Black,Coupé,5707,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,4,1997,Benzin,492,769.0,mehrfarbig,55000,Lamborghini,DIABLO,null,2,Schaltgetriebe manuell
Blue,SUV / Geländewagen,4367,Zuzwil,253 g/km,Occasion,G,9.4 l/100km,5,Allrad,1,2012,Diesel,312,17.0,beige,63200,Land Rover,RANGE ROVER,"\"Ab MFK\", \"Direkt-/Parallelimport\"",5,Automat sequentiell
Gray,Kombi,4991,Zuzwil,333 g/km,Occasion,G,14.0 l/100km,5,Allrad,6,2008,Benzin,580,308.0,schwarz,14000,Audi,RS6,"\"Ab MFK\"",5,Automat
Gray,Limousine,5981,Zuzwil,355 g/km,Occasion,G,14.8 l/100km,4,Hinterradantrieb,3,2006,Benzin,612,326.0,schwarz,39800,Mercedes-Benz,S 65 AMG,"\"Ab MFK\"",5,Automat sequentiell
Gray,Cabriolet,2912,Zuzwil,null,Oldtimer,null,null,2,Hinterradantrieb,1,1960,Benzin,112,362.0,schwarz,9999,Austin-Healey,"","\"Ab MFK\"",2,Schaltgetriebe
Black,Limousine,4172,Zuzwil,331 g/km,Occasion,null,13.8 l/100km,4,Allrad,3,2001,Benzin,360,532.0,schwarz,49300,Audi,S8,"\"Ab MFK\"",5,Automatik-Getriebe
Black,Coupé,2663,Zuzwil,null,Occasion,null,null,2,null,8,1983,Benzin,150,551.0,beige,128500,Renault,ALPINE,"\"Ab MFK\"",4,Schaltgetriebe
Black,Coupé,5474,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,12,1996,Benzin,442,718.0,rot,52800,Ferrari,456,"\"Ab MFK\"",4,Automat
Black,Cabriolet,3824,Zuzwil,285 g/km,Occasion,G,11.8 l/100km,2,Allrad,5,2006,Benzin,355,756.0,schwarz,30600,Porsche,911,"\"Ab MFK\"",2,Schaltgetriebe manuell
Silver,Coupé,4999,Zuzwil,357 g/km,Occasion,G,14.8 l/100km,2,Hinterradantrieb,11,2006,Benzin,507,884.0,schwarz,34500,Bmw,M6,"\"Ab MFK\"",4,Automatisiertes Schaltgetriebe
Blue,Kleinwagen,1998,Zuzwil,208 g/km,Occasion,G,8.9 l/100km,3,Vorderradantrieb,2,2008,Benzin,197,92.0,schwarz,147900,Renault,CLIO,null,5,Schaltgetriebe manuell
Silver,Coupé,1564,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,3,1970,Benzin,124,1055.0,beige,57700,Renault,Alpine A110,"\"Ab MFK\"",2,Schaltgetriebe
Other,Limousine,4999,Zuzwil,357 g/km,Occasion,G,14.8 l/100km,4,Hinterradantrieb,8,2005,Benzin,503,434.0,schwarz,33600,Bmw,M5,"\"Ab MFK\"",5,Automatisiertes Schaltgetriebe
Black,Coupé,0,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,8,1979,Benzin,150,513.0,null,36900,Renault,ALPINE,"\"Ab MFK\"",4,Schaltgetriebe
Black,Cabriolet,5513,Zuzwil,346 g/km,Occasion,G,14.4 l/100km,2,Hinterradantrieb,5,2003,Benzin,500,659.0,beige,13900,Mercedes-Benz,SL 600,"\"Ab MFK\"",2,Automat
Silver,Coupé,2753,Zuzwil,null,Occasion,null,null,3,Hinterradantrieb,3,1981,Benzin,140,1056.0,rot,50300,Datsun,280,"\"Ab MFK\"",2,Schaltgetriebe
Violet,Coupé,5707,Porrentruy,575 g/km,Occasion,null,24.9 l/100km,2,Hinterradantrieb,1,1999,Benzin,530,1075.0,bordeaux,44500,Lamborghini,DIABLO,null,2,Schaltgetriebe manuell
Blue,Limousine,3474,Zuzwil,291 g/km,Occasion,G,12.3 l/100km,4,Vorderradantrieb,3,2001,Benzin,208,135.0,beige,111500,Honda,LEGEND,"\"Ab MFK\"",5,Automat
Gray,Coupé,2759,Zuzwil,null,Occasion,null,null,3,Hinterradantrieb,3,1983,Benzin,170,274.0,grau,158000,Toyota,CELICA,"\"Ab MFK\"",5,Schaltgetriebe manuell
Black,Coupé,2759,Zuzwil,null,Occasion,null,null,3,Hinterradantrieb,3,1983,Benzin,170,634.0,schwarz,54100,Toyota,CELICA,"\"Ab MFK\"",5,Schaltgetriebe manuell
Black,Cabriolet,6749,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,6,1990,Benzin,218,730.0,beige,47100,Rolls-Royce,CORNICHE,"\"Ab MFK\"",4,Automatik-Getriebe
Silver,Kleinwagen,2946,Zuzwil,285 g/km,Occasion,G,11.9 l/100km,3,Hinterradantrieb,11,2004,Benzin,255,903.0,schwarz,61200,Renault,CLIO,"\"Ab MFK\"",2,Schaltgetriebe manuell
Silver,Coupé,7990,Zuzwil,483 g/km,Occasion,null,18.8 l/100km,2,Hinterradantrieb,12,2000,Benzin,389,946.0,schwarz,66900,Chrysler,VIPER,"\"Ab MFK\"",2,Schaltgetriebe manuell
Gray,Cabriolet,3824,Zuzwil,280 g/km,Occasion,G,11.6 l/100km,2,Hinterradantrieb,3,2006,Benzin,355,270.0,schwarz,29500,Porsche,911,"\"Ab MFK\"",2,Schaltgetriebe manuell
Gray,Kombi,4991,Zuzwil,333 g/km,Occasion,G,14.0 l/100km,5,Allrad,6,2008,Benzin,580,291.0,schwarz,36700,Audi,RS6,"\"Ab MFK\", \"Tuning\"",5,Automat sequentiell
Other,Cabriolet,2400,Sursee,null,Occasion,null,null,2,Hinterradantrieb,3,1974,Benzin,0,426.0,schwarz,5000,Ferrari,Dino,null,2,Schaltgetriebe
Black,Limousine,3498,Zuzwil,247 g/km,Occasion,G,10.6 l/100km,4,Allrad,1,2010,Benzin,272,782.0,schwarz,110800,Mercedes-Benz,S 350,"\"Ab MFK\"",5,Automat sequentiell
Black,Cabriolet,4966,Zuzwil,292 g/km,Occasion,G,12.1 l/100km,2,Hinterradantrieb,5,2006,Benzin,306,813.0,grau,8000,Mercedes-Benz,SL 500,"\"Ab MFK\"",2,Automat sequentiell
Silver,Cabriolet,3586,Zuzwil,440 g/km,Occasion,G,19.3 l/100km,2,Hinterradantrieb,5,2001,Benzin,400,891.0,schwarz,41000,Ferrari,F360,"\"Ab MFK\"",2,Automatisiertes Schaltgetriebe
Silver,Cabriolet,5935,Zuzwil,333 g/km,Occasion,G,14.3 l/100km,2,Hinterradantrieb,5,2013,Benzin,518,1036.0,schwarz,17000,Aston Martin,DB9,"\"Ab MFK\"",4,Automat sequentiell
White,Limousine,4398,Zuzwil,329 g/km,Occasion,null,13.8 l/100km,4,Hinterradantrieb,4,1998,Benzin,286,1102.0,grau,85400,Bmw,740,"\"Ab MFK\"",5,Automat
Blue,SUV / Geländewagen,4966,Zuzwil,350 g/km,Occasion,G,14.6 l/100km,5,Allrad,1,2002,Benzin,292,114.0,schwarz,20800,Mercedes-Benz,ML 500,"\"Ab MFK\"",5,Automat
Yellow,Kompaktvan / Minivan,1998,Zuzwil,236 g/km,Occasion,G,9.0 l/100km,5,Vorderradantrieb,10,2003,Benzin,121,219.0,grau,103000,Daewoo,TACUMA,"\"Ab MFK\"",5,Schaltgetriebe manuell
Red,Cabriolet,3800,Zuzwil,231 g/km,Occasion,G,9.9 l/100km,2,Allrad,4,2014,Benzin,560,461.0,braun,9900,Porsche,911,"\"Ab MFK\"",4,Automatisiertes Schaltgetriebe
Blue,Limousine,4966,Zuzwil,290 g/km,Occasion,G,12.1 l/100km,4,Hinterradantrieb,12,2004,Benzin,306,52.0,schwarz,51000,Mercedes-Benz,CLS 500,"\"Ab MFK\"",4,Automat sequentiell
Black,Cabriolet,1961,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,4,1988,Benzin,115,605.0,grau,69300,Alfa Romeo,SPIDER,null,2,Schaltgetriebe manuell
Silver,SUV / Geländewagen,3724,Zuzwil,305 g/km,Occasion,G,12.7 l/100km,5,Allrad,10,2003,Benzin,235,1059.0,schwarz,126300,Mercedes-Benz,ML 350,"\"Ab MFK\"",5,Automat
Blue,Cabriolet,2771,Zuzwil,254 g/km,Occasion,null,11.4 l/100km,2,Vorderradantrieb,7,1996,Benzin,174,14.0,mehrfarbig,120200,Audi,Cabriolet,"\"Ab MFK\"",4,Automat
Blue,Coupé,3600,Zuzwil,null,Occasion,null,12.3 l/100km,2,Allrad,3,1996,Benzin,285,194.0,mehrfarbig,139900,Porsche,911,"\"Ab MFK\"",4,Schaltgetriebe manuell
Yellow,Cabriolet,7986,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,10,1993,Benzin,364,230.0,grau,28600,Chrysler,VIPER,"\"Ab MFK\"",2,Schaltgetriebe manuell
Gray,Cabriolet,2616,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,8,1989,Benzin,200,239.0,schwarz,67200,Mazda,RX-7,"\"Ab MFK\"",2,Schaltgetriebe manuell
Red,Limousine,4172,Zuzwil,null,Occasion,null,13.2 l/100km,4,Allrad,9,1997,Benzin,300,503.0,null,33800,Audi,A8,"\"Ab MFK\"",5,Automat sequentiell
Black,SUV / Geländewagen,3960,Zuzwil,null,Occasion,null,14.9 l/100km,5,Allrad,12,1996,Benzin,177,729.0,beige,126200,Jeep,Grand Cherokee,"\"Ab MFK\"",5,Automat
Black,Coupé,3600,Zuzwil,null,Occasion,null,null,2,null,5,2000,Benzin,370,817.0,null,7000,Porsche,911,"\"Ab MFK\", \"Tuning\"",0,Schaltgetriebe
Black,Cabriolet,698,Zuzwil,127 g/km,Occasion,F,5.3 l/100km,3,Hinterradantrieb,7,2003,Benzin,61,830.0,schwarz,165000,Smart,FORTWO,"\"Ab MFK\"",2,Automatisiertes Schaltgetriebe
Black,Kombi,4172,Zuzwil,350 g/km,Occasion,G,14.6 l/100km,5,Allrad,7,2002,Benzin,450,668.0,schwarz,91100,Audi,RS6,"\"Ab MFK\"",5,Automat sequentiell
Black,Cabriolet,4971,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,1,1995,Benzin,320,638.0,schwarz,56500,Mercedes-Benz,SL 500,"\"Ab MFK\"",0,Automat
Black,Coupé,4395,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,10,2012,Benzin,560,725.0,schwarz,29600,Bmw,M6,"\"Ab MFK\", \"Direkt-/Parallelimport\"",4,Automatisiertes Schaltgetriebe
Black,Limousine,4395,Zuzwil,221 g/km,Occasion,G,9.5 l/100km,4,Hinterradantrieb,5,2012,Benzin,540,768.0,schwarz,19100,Bmw-Alpina,5 SERIES,"\"Ab MFK\"",5,Automat sequentiell
Silver,Cabriolet,3499,Sursee,null,Occasion,null,null,2,null,2,1971,Benzin,200,1005.0,beige,500,Mercedes-Benz,280,null,4,null
Silver,Coupé,3387,Zuzwil,295 g/km,Occasion,G,12.0 l/100km,2,Allrad,11,2000,Benzin,300,1064.0,schwarz,38200,Porsche,911,"\"Ab MFK\"",4,Schaltgetriebe manuell
Blue,Coupé,6208,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,8,2012,Benzin,517,18.0,schwarz,12100,Mercedes-Benz,C 63 AMG,"\"Ab MFK\"",2,Automatik-Getriebe
Black,Cabriolet,5439,Zuzwil,340 g/km,Occasion,G,14.2 l/100km,2,Hinterradantrieb,1,2003,Benzin,500,757.0,schwarz,32500,Mercedes-Benz,SL 55 AMG,"\"Ab MFK\"",2,Automat
Black,Coupé,4244,Zuzwil,400 g/km,Occasion,null,17.5 l/100km,2,Hinterradantrieb,10,2002,Benzin,390,779.0,blau,23200,Maserati,COUPÉ GT,"\"Ab MFK\"",4,Automatik-Getriebe
Black,Kombi,2290,Zuzwil,214 g/km,Occasion,null,9.0 l/100km,5,Vorderradantrieb,7,2002,Benzin,250,795.0,schwarz,117100,Saab,9-5,"\"Ab MFK\"",5,Automatik-Getriebe
Black,Coupé,2997,Zuzwil,253 g/km,Occasion,G,10.7 l/100km,2,Vorderradantrieb,7,1998,Benzin,200,806.0,anthrazit,186000,Honda,ACCORD,"\"Ab MFK\"",5,Automat
Yellow,Limousine,2461,Zuzwil,null,Occasion,null,null,4,Hinterradantrieb,7,1991,Benzin,235,226.0,schwarz,89700,Mercedes-Benz,190,"\"Ab MFK\"",4,Schaltgetriebe manuell
Blue,Coupé,7993,Sursee,null,Occasion,null,null,2,Allrad,7,2008,Benzin,1001,24.0,anthrazit,20000,Bugatti,"",null,2,Automatik-Getriebe
Black,Coupé,5998,Zuzwil,396 g/km,Occasion,G,16.6 l/100km,2,Allrad,5,2005,Benzin,560,709.0,grau,142000,Bentley,CONTINENTAL,"\"Ab MFK\"",4,Automat sequentiell
Silver,Limousine,3498,Zuzwil,222 g/km,Occasion,G,9.3 l/100km,4,Hinterradantrieb,1,2010,Benzin,292,995.0,schwarz,25300,Mercedes-Benz,CLS 350,"\"Ab MFK\"",4,Automat sequentiell
White,Coupé,3600,Zuzwil,326 g/km,Occasion,G,13.6 l/100km,2,Allrad,2,2008,Benzin,480,1119.0,schwarz,73500,Porsche,911,"\"Ab MFK\"",4,Automat
Blue,Kombi,4172,Zuzwil,350 g/km,Occasion,G,14.6 l/100km,5,Allrad,7,2003,Benzin,450,21.0,schwarz,27900,Audi,RS6,"\"Ab MFK\"",5,Automat sequentiell
Gray,Coupé,3500,Zuzwil,null,Occasion,null,null,2,Allrad,8,1998,Benzin,611,243.0,null,4000,Bugatti,EB,null,2,Schaltgetriebe
Other,Limousine,5998,Zuzwil,374 g/km,Occasion,G,15.6 l/100km,4,Allrad,11,2002,Benzin,420,406.0,anthrazit,43900,Vw,PHAETON,"\"Ab MFK\"",4,Automat sequentiell
Black,Cabriolet,4973,Zuzwil,328 g/km,Occasion,null,14.3 l/100km,2,Hinterradantrieb,8,1997,Benzin,320,791.0,grau,39800,Mercedes-Benz,SL 500,"\"Ab MFK\"",2,Automat
Black,Coupé,3598,Zuzwil,null,Occasion,null,null,2,Allrad,2,1995,Benzin,272,820.0,blau,134100,Porsche,911,"\"Ab MFK\"",4,Schaltgetriebe manuell
Blue,Coupé,3586,Zuzwil,440 g/km,Occasion,null,19.3 l/100km,2,Hinterradantrieb,3,2005,Benzin,400,176.0,braun,8000,Ferrari,F360,"\"Ab MFK\"",2,Automatik-Getriebe
Black,Limousine,2792,Zuzwil,247 g/km,Occasion,null,10.3 l/100km,4,Vorderradantrieb,5,2006,Benzin,230,620.0,schwarz,90600,Opel,VECTRA,"\"Ab MFK\"",5,Automatik-Getriebe
Black,Cabriolet,5513,Zuzwil,346 g/km,Occasion,G,14.4 l/100km,2,Hinterradantrieb,4,2003,Benzin,500,639.0,null,70000,Mercedes-Benz,SL 600,"\"Ab MFK\"",2,Automat
Silver,Limousine,1747,Zuzwil,190 g/km,Occasion,G,8.0 l/100km,3,Vorderradantrieb,8,2006,Benzin,133,932.0,anthrazit,28800,Fiat,STILO,"\"Ab MFK\"",5,Schaltgetriebe manuell
Other,Coupé,5984,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,3,1996,Benzin,394,385.0,schwarz,88500,Mercedes-Benz,S 600,"\"Ab MFK\"",4,Automat
Other,Kombi,4991,Zuzwil,333 g/km,Occasion,G,14.0 l/100km,5,Allrad,12,2008,Benzin,580,415.0,mehrfarbig,45300,Audi,RS6,"\"Ab MFK\"",5,Automat
Red,Coupé,3800,Zuzwil,227 g/km,Neu,G,9.7 l/100km,2,Allrad,1,2015,Benzin,560,501.0,schwarz,100,Porsche,911,"\"Ab MFK\"",4,Automatisiertes Schaltgetriebe
Black,SUV / Geländewagen,4966,Zuzwil,350 g/km,Occasion,G,14.6 l/100km,5,Allrad,2,2002,Benzin,292,582.0,grau,118000,Mercedes-Benz,ML 500,"\"Ab MFK\"",5,Automat
Black,Coupé,3163,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,2,1984,Benzin,231,662.0,braun,108500,Porsche,911,"\"Ab MFK\"",4,Schaltgetriebe manuell
Black,Kombi,4172,Zuzwil,350 g/km,Occasion,null,14.6 l/100km,5,Allrad,10,2000,Benzin,340,831.0,schwarz,211000,Audi,S6,"\"Ab MFK\"",5,Automat
