ID,MakeText,ModelText,BodyColorText,BodyTypeText,Ccm,City,Co2EmissionText,ConditionTypeText,ConsumptionRatingText,ConsumptionTotalText,Doors,DriveTypeText,FirstRegMonth,FirstRegYear,FuelTypeText,Hp,InteriorColorText,Km,Seats,TransmissionTypeText,color,extracted-value-ConsumptionTotalText,extracted-unit-ConsumptionTotalText
215.0,MORGAN,4/4,gelb,Cabriolet,1796,Zuzwil,null,Occasion,G,7.7 l/100km,2,Hinterradantrieb,6,2006,Benzin,126,bordeaux,7100,2,Schaltgetriebe manuell,gelb,7.7,l/100km
264.0,PORSCHE,CAYENNE,grau,SUV / Geländewagen,4806,Zuzwil,358 g/km,Occasion,G,14.9 l/100km,5,Allrad,8,2008,Benzin,500,braun,28000,5,Automat,grey,14.9,l/100km
283.0,MASERATI,COUPÉ GT,grau mét.,Coupé,4244,Zuzwil,400 g/km,Occasion,G,17.5 l/100km,2,Hinterradantrieb,6,2002,Benzin,390,braun,114800,4,Automatisiertes Schaltgetriebe,grey,17.5,l/100km
423.0,MERCEDES-BENZ,SL 55 AMG,grün mét.,Cabriolet,5439,Zuzwil,340 g/km,Occasion,G,14.2 l/100km,2,Hinterradantrieb,5,2002,Benzin,476,anthrazit,33400,2,Automat,grün,14.2,l/100km
438.0,MERCEDES-BENZ,"",orange,Cabriolet,6000,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,12,1992,Benzin,380,schwarz,89100,4,Automatik-Getriebe,orange,null,""
442.0,PORSCHE,911,rot,Coupé,3600,Zuzwil,307 g/km,Occasion,null,12.8 l/100km,2,Allrad,7,2008,Benzin,480,schwarz,9650,4,Automatik-Getriebe,red,12.8,l/100km
740.0,MERCEDES-BENZ,"",schwarz mét.,Cabriolet,5439,Zuzwil,null,Occasion,null,null,2,null,6,2008,null,582,schwarz,500,4,null,black,null,""
343.0,MERCEDES-BENZ,SL 500,grau mét.,Cabriolet,4973,Zuzwil,328 g/km,Occasion,null,14.3 l/100km,2,Hinterradantrieb,6,1997,Benzin,320,blau,106000,2,Automat,grey,14.3,l/100km
367.0,MERCEDES-BENZ,S 250,grau mét.,Limousine,2143,Zuzwil,146 g/km,Occasion,C,5.5 l/100km,4,Hinterradantrieb,9,2011,Diesel,204,schwarz,43000,5,Automat sequentiell,grey,5.5,l/100km
430.0,MERCEDES-BENZ,SL 63 AMG,grün mét.,Cabriolet,6209,Zuzwil,328 g/km,Occasion,G,14.1 l/100km,2,Hinterradantrieb,1,2009,Benzin,525,schwarz,84000,2,Automatisiertes Schaltgetriebe,grün,14.1,l/100km
591.0,MERCEDES-BENZ,C 63 AMG,schwarz,Kombi,6208,Zuzwil,316 g/km,Occasion,G,13.6 l/100km,5,Hinterradantrieb,1,2009,Benzin,457,schwarz,57400,5,Automat sequentiell,black,13.6,l/100km
859.0,FERRARI,F360,silber,Cabriolet,3586,Zuzwil,440 g/km,Occasion,null,19.3 l/100km,2,Hinterradantrieb,2,2003,Benzin,400,beige,55800,2,Automatik-Getriebe,silver,19.3,l/100km
1043.0,VW,PHAETON,silber mét.,Limousine,5998,Zuzwil,374 g/km,Occasion,G,15.6 l/100km,4,Allrad,11,2002,Benzin,420,grau,31300,4,Automat sequentiell,silver,15.6,l/100km
1121.0,PORSCHE,911,weiss,Coupé,3600,Zuzwil,309 g/km,Occasion,null,12.9 l/100km,2,Allrad,10,2001,Benzin,420,beige,30100,4,Automatik-Getriebe,white,12.9,l/100km
133.0,MERCEDES-BENZ,E 240,blau mét.,Limousine,2597,Zuzwil,252 g/km,Occasion,null,10.5 l/100km,4,Hinterradantrieb,3,2003,Benzin,177,schwarz,106000,5,Automatik-Getriebe,blue,10.5,l/100km
144.0,RENAULT,Alpine A110,blau mét.,Coupé,1397,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,5,1977,Benzin,93,schwarz,39267,2,Schaltgetriebe,blue,null,""
38.0,PORSCHE,CAYENNE,anthrazit mét.,SUV / Geländewagen,4806,Zuzwil,358 g/km,Occasion,G,14.9 l/100km,5,Allrad,3,2007,Benzin,540,schwarz,36700,5,Automat sequentiell,anthrazit,14.9,l/100km
447.0,MERCEDES-BENZ,SL 600,rot,Cabriolet,5513,Zuzwil,346 g/km,Occasion,G,14.4 l/100km,2,Hinterradantrieb,5,2004,Benzin,600,schwarz,20900,2,Automat,red,14.4,l/100km
521.0,MERCEDES-BENZ,500,schwarz,Limousine,4971,Zuzwil,null,Occasion,null,null,4,Hinterradantrieb,7,1991,Benzin,320,grau,156300,5,Automat,black,null,""
588.0,MERCEDES-BENZ,E 55 AMG,schwarz,Limousine,5439,Zuzwil,301 g/km,Occasion,null,12.6 l/100km,4,Hinterradantrieb,2,1998,Benzin,354,schwarz,63400,5,Automat,black,12.6,l/100km
985.0,BMW,M6,silber mét.,Coupé,4999,Zuzwil,357 g/km,Occasion,G,14.8 l/100km,2,Hinterradantrieb,7,2005,Benzin,507,schwarz,55000,4,Automatisiertes Schaltgetriebe,silver,14.8,l/100km
1078.0,ASTON MARTIN,V8 Vantage,weiss,Cabriolet,4735,Zuzwil,312 g/km,Vorführmodell,G,13.2 l/100km,2,Hinterradantrieb,7,2010,Benzin,426,schwarz,9000,2,Automatisiertes Schaltgetriebe,white,13.2,l/100km
304.0,LAMBORGHINI,GALLARDO,grau mét.,Coupé,5204,Zuzwil,325 g/km,Occasion,G,13.7 l/100km,2,Allrad,1,2009,Benzin,560,schwarz,24000,2,Automatisiertes Schaltgetriebe,grey,13.7,l/100km
428.0,CHEVROLET,CORVETTE,grün mét.,Coupé,6162,Zuzwil,355 g/km,Occasion,G,15.0 l/100km,2,Hinterradantrieb,6,2009,Benzin,647,schwarz,6300,2,Schaltgetriebe manuell,grün,15.0,l/100km
789.0,KAISER,"",schwarz mét.,SUV / Geländewagen,2199,Zuzwil,null,Occasion,null,null,0,Allrad,9,1966,Benzin,0,schwarz,18000,2,Schaltgetriebe,black,null,""
889.0,MERCEDES-BENZ,S 600,silber mét.,Limousine,5513,Zuzwil,355 g/km,Occasion,G,14.8 l/100km,4,Hinterradantrieb,1,2003,Benzin,500,beige,48100,5,Automat,silver,14.8,l/100km
969.0,BMW-ALPINA,7 SERIES,silber mét.,Limousine,3000,Zuzwil,null,Oldtimer,null,null,4,null,3,1980,Benzin,300,schwarz,129400,5,Schaltgetriebe,silver,null,""
246.0,AUDI,RS6,grau,Kombi,4172,Zuzwil,350 g/km,Occasion,G,14.6 l/100km,5,Allrad,1,2003,Benzin,450,schwarz,39000,5,Automat sequentiell,grey,14.6,l/100km
411.0,BMW,323,grün mét.,Coupé,0,Zuzwil,null,Occasion,null,null,0,Hinterradantrieb,2,1982,Benzin,140,mehrfarbig,211000,5,Schaltgetriebe,grün,null,""
522.0,JEEP,Grand Cherokee,schwarz,SUV / Geländewagen,5213,Zuzwil,null,Occasion,null,null,5,Allrad,2,1995,Benzin,212,beige,133500,5,Automat,black,null,""
646.0,MERCEDES-BENZ,SL 500,schwarz mét.,Cabriolet,4971,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,7,1990,Benzin,320,bordeaux,23800,0,Automat,black,null,""
741.0,MERCEDES-BENZ,S 63 AMG,schwarz mét.,Limousine,5461,Zuzwil,244 g/km,Occasion,G,10.5 l/100km,4,Hinterradantrieb,6,2010,Benzin,544,schwarz,13200,5,Automat sequentiell,black,10.5,l/100km
1069.0,MERCEDES-BENZ,SL 500,silber mét.,Cabriolet,4971,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,1,1995,Benzin,320,null,96600,0,Automat,silver,null,""
305.0,PORSCHE,BOXSTER,grau mét.,Cabriolet,3387,Zuzwil,254 g/km,Occasion,G,10.6 l/100km,2,Hinterradantrieb,2,2007,Benzin,295,schwarz,68900,2,Schaltgetriebe manuell,grey,10.6,l/100km
560.0,MERCEDES-BENZ,SL 600,schwarz,Cabriolet,5984,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,9,1995,Benzin,394,beige,75200,0,Automat,black,null,""
855.0,MERCEDES-BENZ,SL 500,silber,Cabriolet,4971,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,3,1994,Benzin,320,braun,111500,5,Automat,silver,null,""
951.0,PORSCHE,PANAMERA,silber mét.,Limousine,4806,Zuzwil,254 g/km,Occasion,G,10.8 l/100km,5,Allrad,11,2010,Benzin,400,schwarz,57600,4,Automatisiertes Schaltgetriebe,silver,10.8,l/100km
1008.0,BMW,745,silber mét.,Limousine,4398,Zuzwil,276 g/km,Occasion,G,11.4 l/100km,4,Hinterradantrieb,12,2004,Benzin,333,schwarz,27600,5,Automat sequentiell,silver,11.4,l/100km
424.0,ALFA ROMEO,ALFASUD,grün mét.,Limousine,1490,Zuzwil,null,Occasion,null,null,3,Vorderradantrieb,8,1981,Benzin,95,mehrfarbig,81900,5,Schaltgetriebe manuell,grün,null,""
47.0,BMW,330,blau,Coupé,2979,Zuzwil,218 g/km,Occasion,null,9.1 l/100km,2,Hinterradantrieb,3,2002,Benzin,231,anthrazit,81900,5,Automatik-Getriebe,blue,9.1,l/100km
6.0,FORD (USA),MUSTANG,anthrazit mét.,Coupé,5409,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,3,2012,Benzin,557,schwarz,92000,4,Schaltgetriebe,anthrazit,null,""
81.0,NSU,"",blau,Limousine,0,Zuzwil,null,Occasion,null,null,0,null,7,1971,null,70,schwarz,75000,4,Schaltgetriebe,blue,null,""
821.0,LANCIA,DELTA,schwarz mét.,Limousine,1994,Zuzwil,null,Occasion,null,null,5,Allrad,12,1993,Benzin,212,grau,131000,5,Schaltgetriebe manuell,black,null,""
834.0,ROLLS-ROYCE,CORNICHE,schwarz mét.,Cabriolet,0,Basel,null,Oldtimer,null,null,0,Hinterradantrieb,1,1982,Benzin,0,anthrazit,70000,4,Automatik-Getriebe,black,null,""
1021.0,RENAULT,Alpine A110,silber mét.,Coupé,1296,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,9,1969,Benzin,0,schwarz,9999,0,Schaltgetriebe,silver,null,""
1088.0,MERCEDES-BENZ,CLK 55 AMG,weiss,Coupé,5439,Zuzwil,304 g/km,Occasion,G,12.7 l/100km,2,Hinterradantrieb,11,2001,Benzin,347,null,47500,4,Automat,white,12.7,l/100km
127.0,AUDI,RS6,blau mét.,Kombi,4172,Zuzwil,350 g/km,Occasion,G,14.6 l/100km,5,Allrad,5,2003,Benzin,450,schwarz,64500,5,Automat sequentiell,blue,14.6,l/100km
227.0,MAZDA,626,gelb,Limousine,1991,Zuzwil,195 g/km,Occasion,null,8.1 l/100km,5,Vorderradantrieb,8,2001,Benzin,136,null,158000,5,Automatik-Getriebe,gelb,8.1,l/100km
858.0,CHEVROLET,CORVETTE,silber,Coupé,6162,Zuzwil,355 g/km,Occasion,G,15.0 l/100km,2,Hinterradantrieb,7,2009,Benzin,647,schwarz,4000,2,Schaltgetriebe manuell,silver,15.0,l/100km
1009.0,PORSCHE,911,silber mét.,Coupé,3598,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,1,1992,Benzin,260,schwarz,123000,2,Schaltgetriebe manuell,silver,null,""
209.0,AUDI,A6,bordeaux mét.,Kombi,2671,Zuzwil,283 g/km,Occasion,null,11.8 l/100km,5,Allrad,9,1999,Benzin,230,beige,171700,5,Automatik-Getriebe,bordeaux,11.8,l/100km
213.0,BMW,328,braun mét.,Limousine,2793,Zuzwil,241 g/km,Occasion,null,10.1 l/100km,4,Hinterradantrieb,4,1998,Benzin,193,beige,33700,5,Automat,brown,10.1,l/100km
255.0,MASERATI,SPYDER GT,grau,Cabriolet,4244,Zuzwil,430 g/km,Occasion,G,18.6 l/100km,2,Hinterradantrieb,6,2002,Benzin,390,beige,88500,2,Automatisiertes Schaltgetriebe,grey,18.6,l/100km
257.0,RENAULT,R5,grau,Kleinwagen,1397,Zuzwil,null,Oldtimer,null,null,3,Vorderradantrieb,7,1982,Benzin,108,beige,124500,4,Schaltgetriebe manuell,grey,null,""
814.0,LAMBORGHINI,HURACAN,schwarz mét.,Coupé,5204,Zuzwil,280 g/km,Occasion,G,12.0 l/100km,2,Allrad,1,2016,Benzin,610,schwarz,2100,2,Automatisiertes Schaltgetriebe,black,12.0,l/100km
819.0,BMW,328,schwarz mét.,Cabriolet,2792,Zuzwil,null,Occasion,null,10.4 l/100km,2,Hinterradantrieb,8,1995,Benzin,193,beige,49900,4,Automat,black,10.4,l/100km
269.0,PORSCHE,911,grau mét.,Coupé,3600,Zuzwil,309 g/km,Occasion,G,12.9 l/100km,2,Allrad,6,2002,Benzin,420,blau,52900,4,Schaltgetriebe manuell,grey,12.9,l/100km
473.0,VOLVO,V70,rot,Kombi,2435,Zuzwil,222 g/km,Occasion,null,9.3 l/100km,5,Vorderradantrieb,4,2002,Benzin,200,anthrazit,83000,5,Automatik-Getriebe,red,9.3,l/100km
549.0,BENTLEY,CONTINENTAL,schwarz,Coupé,6749,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,1,1994,Benzin,360,beige,60000,4,Automat,black,null,""
705.0,MERCEDES-BENZ,ML 500,schwarz mét.,SUV / Geländewagen,4966,Zuzwil,319 g/km,Neu,G,13.4 l/100km,5,Allrad,3,2007,Benzin,306,beige,1,5,Automat sequentiell,black,13.4,l/100km
1118.0,ROLLS-ROYCE,PHANTOM,weiss,Limousine,6749,Zuzwil,385 g/km,Occasion,G,15.9 l/100km,4,Hinterradantrieb,11,2004,Benzin,460,beige,54000,5,Automat,white,15.9,l/100km
126.0,BMW,728,blau mét.,Limousine,2793,Zuzwil,241 g/km,Occasion,null,10.3 l/100km,4,Hinterradantrieb,5,1998,Benzin,193,schwarz,26200,5,Automatik-Getriebe,blue,10.3,l/100km
317.0,MERCEDES-BENZ,SL 55 AMG,grau mét.,Cabriolet,5439,Zuzwil,340 g/km,Occasion,G,14.2 l/100km,2,Hinterradantrieb,6,2002,Benzin,476,rot,6000,2,Automat,grey,14.2,l/100km
386.0,FERRARI,348,grün,Coupé,3402,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,3,1994,Benzin,286,beige,34000,2,Schaltgetriebe manuell,grün,null,""
487.0,RENAULT,CLIO,rot,Limousine,0,Zuzwil,null,Occasion,null,null,0,Vorderradantrieb,2,2000,null,0,null,99,0,Schaltgetriebe,red,null,""
494.0,AUDI,A8,rot,Limousine,4172,Zuzwil,322 g/km,Occasion,null,13.5 l/100km,4,Allrad,1,1999,Benzin,300,schwarz,69900,5,Automat,red,13.5,l/100km
651.0,MERCEDES-BENZ,SL 600,schwarz mét.,Cabriolet,5513,Zuzwil,326 g/km,Occasion,G,13.9 l/100km,2,Hinterradantrieb,1,2008,Benzin,517,beige,29100,2,Automat sequentiell,black,13.9,l/100km
1098.0,MERCEDES-BENZ,S 63 AMG,weiss,Limousine,6209,Zuzwil,355 g/km,Occasion,G,14.9 l/100km,4,Hinterradantrieb,4,2008,Benzin,525,schwarz,46000,5,Automat sequentiell,white,14.9,l/100km
427.0,AUDI,S8,grün mét.,Limousine,4172,Zuzwil,343 g/km,Occasion,null,14.3 l/100km,4,Allrad,7,1998,Benzin,340,beige,55000,5,Automatik-Getriebe,grün,14.3,l/100km
636.0,AUDI,A4,schwarz mét.,Kombi,2976,Zuzwil,271 g/km,Occasion,null,11.3 l/100km,5,Allrad,7,2004,Benzin,220,schwarz,66100,5,Automatik-Getriebe,black,11.3,l/100km
739.0,BENTLEY,CONTINENTAL,schwarz mét.,Cabriolet,5998,Zuzwil,396 g/km,Occasion,G,16.6 l/100km,2,Allrad,6,2009,Benzin,560,schwarz,76200,4,Automat,black,16.6,l/100km
771.0,BMW,320,schwarz mét.,Kombi,1995,Zuzwil,184 g/km,Occasion,F,6.9 l/100km,5,Hinterradantrieb,8,2007,Diesel,163,anthrazit,162000,5,Automat,black,6.9,l/100km
89.0,JAGUAR,S-TYPE,blau mét.,Limousine,3996,Zuzwil,299 g/km,Occasion,G,12.5 l/100km,4,Hinterradantrieb,5,1999,Benzin,276,beige,69200,5,Automat,blue,12.5,l/100km
905.0,McLAREN,12C,silber mét.,Coupé,3798,Zuzwil,279 g/km,Occasion,G,12.3 l/100km,2,Hinterradantrieb,4,2012,Benzin,626,schwarz,19900,2,Automatisiertes Schaltgetriebe,silver,12.3,l/100km
998.0,FERRARI,612,silber mét.,Coupé,5748,Zuzwil,475 g/km,Occasion,G,20.7 l/100km,2,Hinterradantrieb,10,2004,Benzin,540,beige,42200,4,Automatik-Getriebe,silver,20.7,l/100km
101.0,PORSCHE,911,blau mét.,Cabriolet,3387,Zuzwil,304 g/km,Occasion,null,12.0 l/100km,2,Allrad,5,1999,Benzin,300,schwarz,80400,4,Automat,blue,12.0,l/100km
1013.0,MERCEDES-BENZ,"",silber mét.,Cabriolet,2995,Sursee,null,Occasion,null,null,2,null,3,1960,Benzin,215,braun,1000,2,null,silver,null,""
1139.0,MINI,MINI,weiss,Limousine,998,Safenwil,null,Oldtimer,null,null,2,Vorderradantrieb,7,1976,Benzin,40,braun,44300,4,Schaltgetriebe manuell,white,null,""
536.0,BMW,320,schwarz,Kombi,1990,Zuzwil,215 g/km,Occasion,null,9.0 l/100km,5,Hinterradantrieb,1,1996,Benzin,150,schwarz,79800,5,Schaltgetriebe manuell,black,9.0,l/100km
590.0,MASERATI,QUATTROPORTE,schwarz,Limousine,4244,Zuzwil,370 g/km,Occasion,G,15.8 l/100km,4,Hinterradantrieb,10,2006,Benzin,400,schwarz,24300,5,Automatisiertes Schaltgetriebe,black,15.8,l/100km
710.0,PORSCHE,911,schwarz mét.,Coupé,3598,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,4,1994,Benzin,490,schwarz,41700,4,Schaltgetriebe manuell,black,null,""
803.0,PORSCHE,911,schwarz mét.,Coupé,3598,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,10,1993,Benzin,445,schwarz,128200,2,Schaltgetriebe,black,null,""
826.0,MERCEDES-BENZ,CL 65 AMG,schwarz mét.,Coupé,5981,Zuzwil,355 g/km,Occasion,G,14.8 l/100km,2,Hinterradantrieb,5,2008,Benzin,612,beige,43000,4,Automat sequentiell,black,14.8,l/100km
960.0,MERCEDES-BENZ,S 600,silber mét.,Limousine,5513,Zuzwil,355 g/km,Occasion,G,14.8 l/100km,4,Hinterradantrieb,6,2003,Benzin,500,schwarz,128800,5,Automat,silver,14.8,l/100km
1138.0,JAGUAR,XK,weiss,Coupé,3996,Zuzwil,299 g/km,Occasion,G,12.5 l/100km,2,Hinterradantrieb,11,1999,Benzin,363,beige,103000,4,Automat,white,12.5,l/100km
201.0,MERCEDES-BENZ,SL 300,bordeaux mét.,Cabriolet,2959,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,6,1993,Benzin,231,schwarz,63600,2,Automat,bordeaux,null,""
267.0,AUSTIN-HEALEY,"",grau,Cabriolet,2912,Safenwil,null,Oldtimer,null,null,2,Hinterradantrieb,1,1959,Benzin,130,schwarz,16900,2,Schaltgetriebe manuell,grey,null,""
293.0,MERCEDES-BENZ,S 55 AMG,grau mét.,Limousine,5439,Zuzwil,310 g/km,Occasion,G,13.0 l/100km,4,Hinterradantrieb,7,2001,Benzin,360,schwarz,205500,5,Automat,grey,13.0,l/100km
347.0,MERCEDES-BENZ,ML 63 AMG,grau mét.,SUV / Geländewagen,6209,Zuzwil,392 g/km,Occasion,G,16.5 l/100km,5,Allrad,6,2012,Benzin,510,schwarz,2000,5,Automat sequentiell,grey,16.5,l/100km
397.0,BMW,323,grün mét.,Cabriolet,2494,Zuzwil,232 g/km,Occasion,null,9.7 l/100km,2,Hinterradantrieb,7,2000,Benzin,170,schwarz,140000,4,Automatik-Getriebe,grün,9.7,l/100km
458.0,ASTON MARTIN,DB9,rot,Cabriolet,5935,Zuzwil,394 g/km,Occasion,G,16.5 l/100km,2,Hinterradantrieb,5,2006,Benzin,457,schwarz,41000,4,Automat sequentiell,red,16.5,l/100km
554.0,PORSCHE,911,schwarz,Coupé,3596,Zuzwil,274 g/km,Occasion,G,11.3 l/100km,2,Hinterradantrieb,3,2004,Benzin,345,schwarz,61400,4,Schaltgetriebe manuell,black,11.3,l/100km
632.0,BENTLEY,CONTINENTAL,schwarz mét.,Cabriolet,5998,Zuzwil,388 g/km,Occasion,G,16.7 l/100km,2,Allrad,1,2011,Bioethanol,630,schwarz,20000,2,Automat sequentiell,black,16.7,l/100km
680.0,MERCEDES-BENZ,CL 63 AMG,schwarz mét.,Coupé,6209,Zuzwil,355 g/km,Occasion,G,14.9 l/100km,2,Hinterradantrieb,8,2008,Benzin,525,schwarz,35800,4,Automat sequentiell,black,14.9,l/100km
748.0,MERCEDES-BENZ,SL 65 AMG,schwarz mét.,Cabriolet,5981,Zuzwil,null,Occasion,G,15.1 l/100km,2,Hinterradantrieb,9,2004,Benzin,612,grau,33613,2,Automat,black,15.1,l/100km
816.0,BMW,740,schwarz mét.,Limousine,4398,Zuzwil,317 g/km,Occasion,null,13.3 l/100km,4,Hinterradantrieb,5,1999,Benzin,286,schwarz,18300,5,Automat,black,13.3,l/100km
1011.0,AUDI,RS6,silber mét.,Kombi,4172,Zuzwil,350 g/km,Occasion,G,14.6 l/100km,5,Allrad,12,2002,Benzin,450,schwarz,47400,5,Automat sequentiell,silver,14.6,l/100km
1042.0,TOYOTA,CELICA,silber mét.,Coupé,1588,Zuzwil,null,Oldtimer,null,null,2,Hinterradantrieb,10,1981,Benzin,107,beige,79300,5,Schaltgetriebe,silver,null,""
173.0,MASERATI,QUATTROPORTE,blau mét.,Limousine,4244,Zuzwil,443 g/km,Occasion,G,18.9 l/100km,4,Hinterradantrieb,6,2004,Benzin,400,null,62700,5,Automatisiertes Schaltgetriebe,blue,18.9,l/100km
212.0,BMW,Z4,braun mét.,Cabriolet,2497,Zuzwil,197 g/km,Occasion,G,8.2 l/100km,2,Hinterradantrieb,9,2008,Benzin,177,schwarz,22800,2,Schaltgetriebe manuell,brown,8.2,l/100km
1039.0,BMW,M6,silber mét.,Cabriolet,4999,Zuzwil,366 g/km,Occasion,G,15.2 l/100km,2,Hinterradantrieb,2,2007,Benzin,507,weiss,32000,4,Automatisiertes Schaltgetriebe,silver,15.2,l/100km
130.0,MG,"",blau mét.,Coupé,1489,Zuzwil,null,Oldtimer,null,null,2,Hinterradantrieb,1,1957,Benzin,68,schwarz,37000,2,Schaltgetriebe,blue,null,""
251.0,MASERATI,QUATTROPORTE,grau,Limousine,4244,Zuzwil,370 g/km,Occasion,G,15.8 l/100km,4,Hinterradantrieb,6,2006,Benzin,400,beige,46050,5,Automatisiertes Schaltgetriebe,grey,15.8,l/100km
366.0,MASERATI,QUATTROPORTE,grau mét.,Limousine,4691,Zuzwil,365 g/km,Occasion,G,15.7 l/100km,4,Hinterradantrieb,11,2010,Benzin,431,schwarz,29000,5,Automat sequentiell,grey,15.7,l/100km
369.0,FERRARI,456,grau mét.,Coupé,5474,Zuzwil,520 g/km,Occasion,G,22.3 l/100km,2,Hinterradantrieb,5,2000,Benzin,442,schwarz,68000,4,Automat,grey,22.3,l/100km
474.0,VW,PHAETON,rot,Limousine,2967,Zuzwil,240 g/km,Occasion,G,9.1 l/100km,4,Allrad,7,2008,Diesel,240,schwarz,84600,5,Automat,red,9.1,l/100km
999.0,PORSCHE,CAYENNE,silber mét.,SUV / Geländewagen,4511,Zuzwil,378 g/km,Occasion,G,15.7 l/100km,5,Allrad,12,2005,Benzin,450,grau,13700,5,Automat sequentiell,silver,15.7,l/100km
155.0,MERCEDES-BENZ,E 55 AMG,blau mét.,Limousine,5439,Zuzwil,301 g/km,Occasion,null,12.6 l/100km,4,Hinterradantrieb,2,1998,Benzin,354,schwarz,86900,5,Automat,blue,12.6,l/100km
373.0,SIMCA,"",grün,Coupé,1294,Zuzwil,null,Occasion,null,null,4,Hinterradantrieb,11,1976,Benzin,86,null,18200,0,Schaltgetriebe,grün,null,""
887.0,BMW,M5,silber mét.,Limousine,4941,Zuzwil,336 g/km,Occasion,G,13.9 l/100km,4,Hinterradantrieb,1,1999,Benzin,400,null,68500,5,Schaltgetriebe manuell,silver,13.9,l/100km
890.0,FIAT,SPIDER,silber mét.,Cabriolet,1755,Zuzwil,null,Occasion,null,null,2,null,7,1974,null,128,schwarz,120000,2,Schaltgetriebe,silver,null,""
110.0,AUDI,RS6,blau mét.,Kombi,4172,Zuzwil,350 g/km,Occasion,G,14.6 l/100km,5,Allrad,10,2002,Benzin,450,schwarz,81000,5,Automat,blue,14.6,l/100km
504.0,JAGUAR,XK,rot mét.,Cabriolet,3996,Zuzwil,305 g/km,Occasion,G,12.7 l/100km,2,Hinterradantrieb,4,2002,Benzin,363,mehrfarbig,77600,4,Automat,red,12.7,l/100km
505.0,AUDI,A4,rot mét.,Kombi,2771,Zuzwil,null,Occasion,null,10.4 l/100km,5,Allrad,4,1998,Benzin,193,schwarz,196300,5,Automatik-Getriebe,red,10.4,l/100km
600.0,OPEL,FRONTERA,schwarz,SUV / Geländewagen,3165,Zuzwil,316 g/km,Occasion,null,13.2 l/100km,5,Allrad,5,2001,Benzin,205,schwarz,153900,5,Automatik-Getriebe,black,13.2,l/100km
604.0,MERCEDES-BENZ,300,schwarz mét.,Limousine,3459,Zuzwil,null,Occasion,null,13.0 l/100km,4,Hinterradantrieb,5,1971,Benzin,200,mehrfarbig,145100,5,Automatik-Getriebe,black,13.0,l/100km
1030.0,MERCEDES-BENZ,E 55 AMG,silber mét.,Limousine,5439,Zuzwil,310 g/km,Occasion,G,12.9 l/100km,4,Hinterradantrieb,10,2002,Benzin,476,schwarz,52400,5,Automat sequentiell,silver,12.9,l/100km
1101.0,BENTLEY,ARNAGE,weiss,Limousine,4398,Zuzwil,390 g/km,Occasion,G,19.9 l/100km,4,Hinterradantrieb,7,2000,Benzin,354,grau,34900,4,Automat,white,19.9,l/100km
1146.0,MERCEDES-BENZ,S 600,weiss mét.,Coupé,5984,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,8,1993,Benzin,394,null,26800,4,Automat,white,null,""
123.0,BMW-ALPINA,5 SERIES,blau mét.,Limousine,3428,Zuzwil,null,Occasion,null,null,4,null,5,1986,Benzin,300,schwarz,199300,0,null,blue,null,""
252.0,MERCEDES-BENZ,E 320,grau,Limousine,3199,Zuzwil,266 g/km,Occasion,G,11.1 l/100km,4,Allrad,3,2000,Benzin,224,grau,83900,5,Automat,grey,11.1,l/100km
331.0,PORSCHE,911,grau mét.,Cabriolet,3596,Zuzwil,269 g/km,Occasion,G,11.1 l/100km,2,Hinterradantrieb,1,2002,Benzin,320,schwarz,128000,4,Schaltgetriebe manuell,grey,11.1,l/100km
436.0,MASERATI,QUATTROPORTE,orange,Limousine,4244,Zuzwil,370 g/km,Occasion,G,15.8 l/100km,4,Hinterradantrieb,3,2006,Benzin,400,beige,33600,5,Automatisiertes Schaltgetriebe,orange,15.8,l/100km
496.0,DODGE,"",rot,Kompaktvan / Minivan,5893,Zuzwil,null,Occasion,null,null,0,Hinterradantrieb,7,1979,Benzin,0,mehrfarbig,13800,7,Automat,red,null,""
594.0,MERCEDES-BENZ,E 63 AMG,schwarz,Limousine,6209,Zuzwil,295 g/km,Occasion,G,12.6 l/100km,4,Hinterradantrieb,6,2009,Benzin,525,schwarz,34500,5,Automatisiertes Schaltgetriebe,black,12.6,l/100km
844.0,AUDI,S8,silber,Limousine,4172,Zuzwil,343 g/km,Occasion,null,14.3 l/100km,4,Allrad,1,1998,Benzin,340,schwarz,57000,5,Automatik-Getriebe,silver,14.3,l/100km
870.0,TOYOTA,COROLLA,silber mét.,Kombi,1995,Zuzwil,152 g/km,Occasion,D,5.7 l/100km,5,Vorderradantrieb,6,2004,Diesel,116,grau,144000,5,Schaltgetriebe manuell,silver,5.7,l/100km
